663115995167350785,briana,negative,This is upsetting! you may not like Briana but  spreading these false rumors that could ruin her life is horrible  https://t.co/41Ufbrn4ON
638045448696111105,ed sheeran,positive,I can't wait to see Ed Sheeran on the 10th!!!!!!!
634637060230500352,nirvana,positive,"Starting Friday on a great note. Just saw ""Montage of Heck."" I love the fact that ""Nirvana "" was my generation. #Nirvana"
636832107776618496,ps4,positive,"Getting super hype for the tension filled #UntilDawn, PS4's adventure survival horror thriller which is out tomorrow. http://t.co/KxoNueBKQB"
634233332583149568,sam smith,positive,I don't understand why they scheduled  the Sam Smith concert on the 30th omg that's so long from now :-/
638313062865469440,gucci,positive,If anyone can do my hair and makeup for homecoming the 12th that would be Gucci. I'll pay.
640195601192366080,carly fiorina,positive,@sunshinesplat Leaning Scott Walker actually. Liked some of Carly Fiorina. Ted Cruz would be my 3rd (albeit over the top personality)
632383016292106240,david price,negative,"David Price lost a late lead against the Yankees in Friday's 4-3 defeat, allowing three runs on 11 hits over 7 1/3 innings."
635874987941982208,paul mccartney,positive,The big announcement tomorrow is not going to be anywhere near as huge as they're letting on. I think Paul McCartney probably makes sense.
622932931896561664,paul dunne,positive,Really hope Paul Dunne has a good day tomorrow. Fantastic player and great guy whatever happens tomorrow to lead the open is awesome!
665465878381727744,charlie hebdo,negative,@I_amSasquatch @Cairo67Unedited he tweeted that after the attack in Paris in January- the Charlie Hebdo thing
